?item	?itemLabel	?kid	?commons_skab	?commonscat	?article
<http://www.wikidata.org/entity/Q5608308>	"John Christensen"@da	"28"	"John Christensen"		<https://commons.wikimedia.org/wiki/Category:John_Christensen>
<http://www.wikidata.org/entity/Q5616002>	"Guillam Dubois"@da	"33949"	"Guillam Dubois"	"Guillam Dubois"	<https://commons.wikimedia.org/wiki/Category:Guillam_Dubois>
<http://www.wikidata.org/entity/Q5616002>	"Guillam Dubois"@da	"1523"	"Guillam Dubois"	"Guillam Dubois"	<https://commons.wikimedia.org/wiki/Category:Guillam_Dubois>
<http://www.wikidata.org/entity/Q5616058>	"Carlo Dalgas"@da	"488"	"Carlo Dalgas"	"Carlo Dalgas"	<https://commons.wikimedia.org/wiki/Category:Carlo_Dalgas>
<http://www.wikidata.org/entity/Q5623184>	"Guðmundur frá Miðdal"@da	"1640"			<https://commons.wikimedia.org/wiki/Category:Gu%C3%B0mundur_Einarsson>
<http://www.wikidata.org/entity/Q5628851>	"August Eiebakke"@da	"1639"	"August Eiebakke"	"August Eiebakke"	<https://commons.wikimedia.org/wiki/Category:August_Eiebakke>
<http://www.wikidata.org/entity/Q5650263>	"H.J. Hammer"@da	"421"	"Hans Jørgen Hammer"	"Hans Jørgen Hammer"	<https://commons.wikimedia.org/wiki/Category:Hans_J%C3%B8rgen_Hammer>
<http://www.wikidata.org/entity/Q5650486>	"Michael Therkildsen"@da	"1128"	"Michael Therkildsen"	"Michael Therkildsen"	<https://commons.wikimedia.org/wiki/Category:Michael_Therkildsen>
<http://www.wikidata.org/entity/Q5650733>	"Hans Smidth"@da	"893"	"Hans Smidth"	"Hans Smidth"	<https://commons.wikimedia.org/wiki/Category:Hans_Smidth>
<http://www.wikidata.org/entity/Q5709292>	"Ottmar Elliger"@da	"6501"	"Ottmar Elliger"	"Ottmar Elliger"	<https://commons.wikimedia.org/wiki/Category:Ottmar_Elliger>
<http://www.wikidata.org/entity/Q5709292>	"Ottmar Elliger"@da	"1538"	"Ottmar Elliger"	"Ottmar Elliger"	<https://commons.wikimedia.org/wiki/Category:Ottmar_Elliger>
<http://www.wikidata.org/entity/Q2761358>	"P.C. Skovgaard"@da	"891"	"P.C. Skovgaard"	"P.C. Skovgaard"	<https://commons.wikimedia.org/wiki/Category:P.C._Skovgaard>
<http://www.wikidata.org/entity/Q2794805>	"Elias Vonck"@da	"1937"	"Elias Vonck"	"Elias Vonck"	<https://commons.wikimedia.org/wiki/Category:Elias_Vonck>
<http://www.wikidata.org/entity/Q2825012>	"Adriaen van Nieulandt den yngre"@da	"1569"	"Adriaen van Nieulandt"	"Adriaen van Nieulandt"	<https://commons.wikimedia.org/wiki/Category:Adriaen_van_Nieulandt>
<http://www.wikidata.org/entity/Q2825581>	"Aernout Smit"@da	"1827"	"Aernout Smit"	"Aernout Smit"	<https://commons.wikimedia.org/wiki/Category:Aernout_Smit>
<http://www.wikidata.org/entity/Q2831394>	"Albert Meyering"@da	"789"		"Albert Meijeringh"	<https://commons.wikimedia.org/wiki/Category:Albert_Meijeringh>
<http://www.wikidata.org/entity/Q2837683>	"Pieter Thys"@da	"1866"	"Pieter Thijs"	"Pieter Thijs"	<https://commons.wikimedia.org/wiki/Category:Pieter_Thijs>
<http://www.wikidata.org/entity/Q2851207>	"Anne Marie Carl Nielsen"@da	"3705"	"Anne Marie Carl-Nielsen"	"Anne Marie Carl-Nielsen"	<https://commons.wikimedia.org/wiki/Category:Anne_Marie_Carl-Nielsen>
<http://www.wikidata.org/entity/Q2857017>	"Anton Mirou"@da	"813"	"Anton Mirou"	"Anton Mirou"	<https://commons.wikimedia.org/wiki/Category:Anton_Mirou>
<http://www.wikidata.org/entity/Q2857259>	"Antonio Diziani"@da	"2050"	"Antonio Diziani"	"Antonio Diziani"	<https://commons.wikimedia.org/wiki/Category:Antonio_Diziani>
<http://www.wikidata.org/entity/Q2862503>	"Jan Tengnagel"@da	"1860"	"Jan Tengnagel"	"Jan Tengnagel"	<https://commons.wikimedia.org/wiki/Category:Jan_Tengnagel>
<http://www.wikidata.org/entity/Q43270>	"Pieter Bruegel den ældre"@da	"1401"	"Pieter Bruegel (I)"	"Pieter Bruegel (I)"	<https://commons.wikimedia.org/wiki/Pieter_Bruegel_(I)>
<http://www.wikidata.org/entity/Q45205>	"Raoul Dufy"@da	"1528"	"Raoul Dufy"	"Raoul Dufy"	<https://commons.wikimedia.org/wiki/Category:Raoul_Dufy>
<http://www.wikidata.org/entity/Q5958780>	"Rikard Lindström"@da	"1685"			<https://commons.wikimedia.org/wiki/Category:Rikard_Lindstr%C3%B6m>
<http://www.wikidata.org/entity/Q5967377>	"Evert Lundquist"@da	"1690"		"Evert Lundquist"	<https://commons.wikimedia.org/wiki/Category:Evert_Lundquist>
<http://www.wikidata.org/entity/Q5971442>	"A.P. Madsen"@da	"586"	"Andreas Peter Madsen"	"Andreas Peter Madsen"	<https://commons.wikimedia.org/wiki/Category:Andreas_Peter_Madsen>
<http://www.wikidata.org/entity/Q6006049>	"Carl Neumann"@da	"2465"	"Carl Neumann"	"Carl Neumann (painter)"	<https://commons.wikimedia.org/wiki/Category:Carl_Neumann_(painter)>
<http://www.wikidata.org/entity/Q6006049>	"Carl Neumann"@da	"20948"	"Carl Neumann"	"Carl Neumann (painter)"	<https://commons.wikimedia.org/wiki/Category:Carl_Neumann_(painter)>
<http://www.wikidata.org/entity/Q6011330>	"Nils Nilsson"@da	"1697"			<https://commons.wikimedia.org/wiki/Category:Nils_Helge_Reinhold_Nilsson>
<http://www.wikidata.org/entity/Q6017606>	"Herman Norrman"@da	"1700"	"Herman Norrman"	"Herman Norrman"	<https://commons.wikimedia.org/wiki/Category:Herman_Norrman>
<http://www.wikidata.org/entity/Q6032357>	"Inger Sitter"@da	"1721"		"Inger Sitter"	<https://commons.wikimedia.org/wiki/Category:Inger_Sitter>
<http://www.wikidata.org/entity/Q6039339>	"Thorolf Pedersen"@da	"2766"	"Thorolf Pedersen"	"Thorolf Pedersen"	<https://commons.wikimedia.org/wiki/Category:Thorolf_Pedersen>
<http://www.wikidata.org/entity/Q6039351>	"Viggo Pedersen"@da	"441"	"Viggo Pedersen"	"Viggo Pedersen (painter)"	<https://commons.wikimedia.org/wiki/Category:Viggo_Pedersen_(painter)>
<http://www.wikidata.org/entity/Q6076873>	"Frederik Rohde"@da	"2592"	"Frederik Rohde"	"Frederik Rohde"	<https://commons.wikimedia.org/wiki/Category:Frederik_Rohde>
<http://www.wikidata.org/entity/Q6077508>	"Isaak van Nickelen"@da	"1568"	"Isaak van Nickelen"	"Isaak van Nickelen"	<https://commons.wikimedia.org/wiki/Category:Isaak_van_Nickelen>
<http://www.wikidata.org/entity/Q6083336>	"Godtfred Rump"@da	"1048"	"Godtfred Rump"	"Godtfred Rump"	<https://commons.wikimedia.org/wiki/Category:Godtfred_Rump>
<http://www.wikidata.org/entity/Q6085076>	"Carl Ryd"@da	"1710"			<https://commons.wikimedia.org/wiki/Category:Carl_Magnus_Ryd>
<http://www.wikidata.org/entity/Q6092385>	"Gösta Sandels"@da	"1713"			<https://commons.wikimedia.org/wiki/Category:G%C3%B6sta_Sandels_(born_1887)>
<http://www.wikidata.org/entity/Q6097841>	"Inge Schiöler"@da	"1716"			<https://commons.wikimedia.org/wiki/Category:Inge_Schi%C3%B6ler>
<http://www.wikidata.org/entity/Q6098114>	"C.A. Schleisner"@da	"616"	"Christian Andreas Schleisner"	"Christian Andreas Schleisner"	<https://commons.wikimedia.org/wiki/Category:Christian_Andreas_Schleisner>
<http://www.wikidata.org/entity/Q6119583>	"Jacob Jacobsz. van Geel"@da	"2468"	"Jacob van Geel"	"Jacob van Geel"	<https://commons.wikimedia.org/wiki/Category:Jacob_van_Geel>
<http://www.wikidata.org/entity/Q6119594>	"Jacob van Walscapelle"@da	"1949"	"Jacob van Walscapelle"	"Jacob van Walscapelle"	<https://commons.wikimedia.org/wiki/Category:Jacob_van_Walscapelle>
<http://www.wikidata.org/entity/Q6148717>	"Jan Coelenbier"@da	"1437"	"Jan Coelenbier"	"Jan Coelenbier"	<https://commons.wikimedia.org/wiki/Category:Jan_Coelenbier>
<http://www.wikidata.org/entity/Q6149222>	"Jan Karel Donatus van Beecq"@da	"1350"	"Jan Karel Donatus van Beecq"	"Jan Karel Donatus van Beecq"	<https://commons.wikimedia.org/wiki/Category:Jan_Karel_Donatus_van_Beecq>
<http://www.wikidata.org/entity/Q6150228>	"Jan Wouwerman"@da	"1968"	"Jan Wouwerman"	"Jan Wouwerman"	<https://commons.wikimedia.org/wiki/Category:Jan_Wouwerman>
<http://www.wikidata.org/entity/Q6150374>	"Jan van Neck"@da	"844"	"Jan van Neck"	"Jan van Neck"	<https://commons.wikimedia.org/wiki/Category:Jan_van_Neck>
<http://www.wikidata.org/entity/Q2428417>	"Thomas van Apshoven"@da	"1322"	"Thomas van Apshoven"	"Thomas van Apshoven"	<https://commons.wikimedia.org/wiki/Category:Thomas_van_Apshoven>
<http://www.wikidata.org/entity/Q2436005>	"Ambrosius Brueghel"@da	"1990"	"Ambrosius Brueghel"	"Ambrosius Brueghel"	<https://commons.wikimedia.org/wiki/Category:Ambrosius_Brueghel>
<http://www.wikidata.org/entity/Q2442674>	"Luigi Garzi"@da	"2977"	"Luigi Garzi"	"Luigi Garzi"	<https://commons.wikimedia.org/wiki/Category:Luigi_Garzi>
<http://www.wikidata.org/entity/Q2468731>	"Hans Eworth"@da	"1545"	"Hans Eworth"	"Hans Eworth"	<https://commons.wikimedia.org/wiki/Category:Hans_Eworth>
<http://www.wikidata.org/entity/Q2470815>	"José Antolínez"@da	"1321"	"Claudio José Vicente Antolínez"	"José Antolínez"	<https://commons.wikimedia.org/wiki/Category:Claudio_Jos%C3%A9_Vicente_Antol%C3%ADnez>
<http://www.wikidata.org/entity/Q2501578>	"Michele Marieschi"@da	"3880"	"Michele Marieschi"	"Michele Marieschi"	<https://commons.wikimedia.org/wiki/Category:Michele_Marieschi>
<http://www.wikidata.org/entity/Q2518370>	"Jean-Baptiste Perronneau"@da	"1600"	"Jean-Baptiste Perronneau"	"Jean-Baptiste Perronneau"	<https://commons.wikimedia.org/wiki/Category:Jean-Baptiste_Perronneau>
<http://www.wikidata.org/entity/Q2557532>	"Roelof Van Vries"@da	"1944"	"Roelof Jansz. van Vries"	"Roelof Jansz. van Vries"	<https://commons.wikimedia.org/wiki/Category:Roelof_Jansz._van_Vries>
<http://www.wikidata.org/entity/Q2559361>	"Pierre Peyron"@da	"1603"	"Jean-François-Pierre Peyron"	"Jean-François-Pierre Peyron"	<https://commons.wikimedia.org/wiki/Category:Jean-Fran%C3%A7ois-Pierre_Peyron>
<http://www.wikidata.org/entity/Q8037424>	"Wouter Knijff"@da	"687"	"Wouter Knijff"	"Wouter Knijff"	<https://commons.wikimedia.org/wiki/Category:Wouter_Knijff>
<http://www.wikidata.org/entity/Q8311054>	"Susette Holten"@da	"3887"	"Suzette Holten"	"Suzette Holten"	<https://commons.wikimedia.org/wiki/Category:Suzette_Holten>
<http://www.wikidata.org/entity/Q9287372>	"Helena Lubomirska"@da	"752"			<https://commons.wikimedia.org/wiki/Category:Helena_Lubomirska>
<http://www.wikidata.org/entity/Q10730195>	"Mattheus Van Helmont"@da	"2496"	"Mattheus van Helmont"	"Mattheus van Helmont"	<https://commons.wikimedia.org/wiki/Category:Mattheus_van_Helmont>
<http://www.wikidata.org/entity/Q10836181>	"Mathias Blumenthal"@da	"1630"	"Mathias Blumenthal"	"Mathias Blumenthal"	<https://commons.wikimedia.org/wiki/Category:Mathias_Blumenthal>
<http://www.wikidata.org/entity/Q11040287>	"N.P. Mols"@da	"22371"	"Niels Pedersen Mols"	"Niels Pedersen Mols"	<https://commons.wikimedia.org/wiki/Category:Niels_Pedersen_Mols>
<http://www.wikidata.org/entity/Q11040287>	"N.P. Mols"@da	"218"	"Niels Pedersen Mols"	"Niels Pedersen Mols"	<https://commons.wikimedia.org/wiki/Category:Niels_Pedersen_Mols>
<http://www.wikidata.org/entity/Q11728435>	"Joseph Friedrich August Darbes"@da	"1499"	"Josef Friedrich August Darbes"	"Josef Friedrich August Darbes"	<https://commons.wikimedia.org/wiki/Category:Josef_Friedrich_August_Darbes>
<http://www.wikidata.org/entity/Q11902436>	"William Lönnberg"@da	"1691"		"William Lönnberg"	<https://commons.wikimedia.org/wiki/Category:William_L%C3%B6nnberg>
<http://www.wikidata.org/entity/Q11958385>	"Anthonore Christensen"@da	"242"	"Anthonore Christensen"	"Anthonore Christensen"	<https://commons.wikimedia.org/wiki/Category:Anthonore_Christensen>
<http://www.wikidata.org/entity/Q11963186>	"Carl Thomsen"@da	"1129"	"Carl Thomsen"	"Carl Thomsen"	<https://commons.wikimedia.org/wiki/Category:Carl_Thomsen>
<http://www.wikidata.org/entity/Q11963191>	"Carl Wentorf"@da	"1238"	"Carl Wentorf"	"Carl Wentorf"	<https://commons.wikimedia.org/wiki/Category:Carl_Wentorf>
<http://www.wikidata.org/entity/Q11963720>	"C.O. Zeuthen"@da	"654"	"Christian Olavius Zeuthen"	"Christian Olavius Zeuthen"	<https://commons.wikimedia.org/wiki/Category:Christian_Olavius_Zeuthen>
<http://www.wikidata.org/entity/Q11971841>	"Georg Vilhelm Baurenfeind"@da	"8377"		"Georg Vilhelm Baurenfeind"	<https://commons.wikimedia.org/wiki/Category:Georg_Vilhelm_Baurenfeind>
<http://www.wikidata.org/entity/Q11986836>	"Louis Aumont"@da	"454"	"Louis Aumont"	"Louis Aumont"	<https://commons.wikimedia.org/wiki/Category:Louis_Aumont>
<http://www.wikidata.org/entity/Q12010625>	"Wilchen Riboldt"@da	"2750"		"Wilchen Riboldt"	<https://commons.wikimedia.org/wiki/Category:Wilchen_Riboldt>
<http://www.wikidata.org/entity/Q12010723>	"Willi Midelfart"@da	"1692"		"Willi Midelfart"	<https://commons.wikimedia.org/wiki/Category:Willi_Midelfart>
<http://www.wikidata.org/entity/Q12055782>	"Frans van Cuyck"@da	"1495"	"Frans van Cuyck"	"Frans van Cuyck"	<https://commons.wikimedia.org/wiki/Category:Frans_van_Cuyck>
<http://www.wikidata.org/entity/Q12056503>	"Herman Mijnerts Doncker"@da	"2051"	"Herman Doncker"	"Herman Doncker"	<https://commons.wikimedia.org/wiki/Category:Herman_Doncker>
<http://www.wikidata.org/entity/Q12059431>	"Johann Georg de Hamilton"@da	"2808"	"Johann Georg de Hamilton"	"Johann Georg de Hamilton"	<https://commons.wikimedia.org/wiki/Category:Johann_Georg_de_Hamilton>
<http://www.wikidata.org/entity/Q47551>	"Tizian"@da	"1873"	"Titian"	"Titian"	<https://commons.wikimedia.org/wiki/Titian>
<http://www.wikidata.org/entity/Q28144>	"Willem Kalf"@da	"674"	"Willem Kalf"	"Willem Kalf"	<https://commons.wikimedia.org/wiki/Category:Willem_Kalf>
<http://www.wikidata.org/entity/Q28771>	"Pieter Molyn"@da	"819"	"Pieter de Molijn"	"Pieter de Molijn"	<https://commons.wikimedia.org/wiki/Category:Pieter_de_Molijn>
<http://www.wikidata.org/entity/Q29231>	"Frans Snyders"@da	"1829"	"Frans Snyders"	"Frans Snyders"	<https://commons.wikimedia.org/wiki/Category:Frans_Snyders>
<http://www.wikidata.org/entity/Q4989422>	"Kirsten Ortwed"@da	"1035"			<https://commons.wikimedia.org/wiki/Category:Kirsten_Ortwed>
<http://www.wikidata.org/entity/Q4991762>	"Maerten Boelema de Stomme"@da	"1375"	"Maerten Boelema de Stomme"	"Maerten Boelema de Stomme"	<https://commons.wikimedia.org/wiki/Category:Maerten_Boelema_de_Stomme>
<http://www.wikidata.org/entity/Q4992705>	"Peter Hansen"@da	"71"	"Peter Hansen"	"Peter Hansen"	<https://commons.wikimedia.org/wiki/Category:Peter_Hansen>
<http://www.wikidata.org/entity/Q4993024>	"Poul S. Christiansen"@da	"6224"	"Poul S. Christiansen"	"Poul S. Christiansen"	<https://commons.wikimedia.org/wiki/Category:Poul_S._Christiansen>
<http://www.wikidata.org/entity/Q4993057>	"Godfred Christensen"@da	"155"	"Godfred Christensen"	"Godfred Christensen"	<https://commons.wikimedia.org/wiki/Category:Godfred_Christensen>
<http://www.wikidata.org/entity/Q4993706>	"Vilhelm Lundstrøm"@da	"1015"	"Vilhelm Lundstrøm"	"Vilhelm Lundstrøm (painter)"	<https://commons.wikimedia.org/wiki/Category:Vilhelm_Lundstr%C3%B8m_(painter)>
<http://www.wikidata.org/entity/Q4993725>	"Peter Brandes"@da	"233"		"Peter Brandes"	<https://commons.wikimedia.org/wiki/Category:Peter_Brandes>
<http://www.wikidata.org/entity/Q4994111>	"Peter Cramer"@da	"486"	"Peter Cramer"	"Peter Cramer"	<https://commons.wikimedia.org/wiki/Category:Peter_Cramer>
<http://www.wikidata.org/entity/Q4994489>	"Harald Giersing"@da	"56"	"Harald Giersing"	"Harald Giersing"	<https://commons.wikimedia.org/wiki/Category:Harald_Giersing>
<http://www.wikidata.org/entity/Q4994628>	"Poul Anker Bech"@da	"33477"			<https://commons.wikimedia.org/wiki/Category:Poul_Anker_Bech>
<http://www.wikidata.org/entity/Q5038987>	"Karel Van Vogelaer"@da	"1554"	"Carel de Vogelaer"	"Carel de Vogelaer"	<https://commons.wikimedia.org/wiki/Category:Carel_de_Vogelaer>
<http://www.wikidata.org/entity/Q5077389>	"Charles Emmanuel Biset"@da	"1363"	"Charles Emmanuel Biset"	"Charles Emmanuel Biset"	<https://commons.wikimedia.org/wiki/Category:Charles_Emmanuel_Biset>
<http://www.wikidata.org/entity/Q5110293>	"Christian Zacho"@da	"949"	"Christian Zacho"	"Christian Zacho"	<https://commons.wikimedia.org/wiki/Category:Christian_Zacho>
<http://www.wikidata.org/entity/Q5162501>	"Conrad Christian Bøhndel"@da	"477"		"Conrad Christian Bøhndel"	<https://commons.wikimedia.org/wiki/Category:Conrad_Christian_B%C3%B8hndel>
<http://www.wikidata.org/entity/Q5163689>	"Constantin Netscher"@da	"1566"	"Constantijn Netscher"	"Constantijn Netscher"	<https://commons.wikimedia.org/wiki/Category:Constantijn_Netscher>
<http://www.wikidata.org/entity/Q5280882>	"Dirk Valkenburg"@da	"1890"	"Dirk Valkenburg"	"Dirk Valkenburg"	<https://commons.wikimedia.org/wiki/Category:Dirk_Valkenburg>
<http://www.wikidata.org/entity/Q5280895>	"Dirck van Hoogstraten"@da	"2980"	"Dirk van Hoogstraten"	"Dirk van Hoogstraten"	<https://commons.wikimedia.org/wiki/Category:Dirk_van_Hoogstraten>
<http://www.wikidata.org/entity/Q5341386>	"Edvard Weie"@da	"919"	"Edvard Weie"	"Edvard Weie"	<https://commons.wikimedia.org/wiki/Category:Edvard_Weie>
<http://www.wikidata.org/entity/Q5349503>	"Eiler Rasmussen Eilersen"@da	"302"	"Eiler Rasmussen Eilersen"	"Eiler Rasmussen Eilersen"	<https://commons.wikimedia.org/wiki/Category:Eiler_Rasmussen_Eilersen>
<http://www.wikidata.org/entity/Q3432084>	"Fritz Petzholdt"@da	"1040"	"Fritz Petzholdt"	"Fritz Petzholdt"	<https://commons.wikimedia.org/wiki/Category:Fritz_Petzholdt>
<http://www.wikidata.org/entity/Q3460024>	"Alessandro Marchesini"@da	"34310"	"Alessandro Marchesini"	"Alessandro Marchesini"	<https://commons.wikimedia.org/wiki/Category:Alessandro_Marchesini>
<http://www.wikidata.org/entity/Q3486604>	"Anton Melbye"@da	"215"	"Anton Melbye"	"Anton Melbye (painter)"	<https://commons.wikimedia.org/wiki/Category:Anton_Melbye_(painter)>
<http://www.wikidata.org/entity/Q3499576>	"Abraham Wuchters"@da	"651"	"Abraham Wuchters"	"Abraham Wuchters"	<https://commons.wikimedia.org/wiki/Category:Abraham_Wuchters>
<http://www.wikidata.org/entity/Q3543184>	"Kai Nielsen"@da	"954"	"Kai Nielsen"	"Kai Nielsen"	<https://commons.wikimedia.org/wiki/Category:Kai_Nielsen>
<http://www.wikidata.org/entity/Q3595061>	"Abraham Beerstraaten"@da	"1351"	"Abraham Beerstraaten"	"Abraham Beerstraaten"	<https://commons.wikimedia.org/wiki/Category:Abraham_Beerstraaten>
<http://www.wikidata.org/entity/Q3603776>	"Abraham Genoels"@da	"2976"	"Abraham Genoels"	"Abraham Genoels"	<https://commons.wikimedia.org/wiki/Category:Abraham_Genoels>
<http://www.wikidata.org/entity/Q3635376>	"Bartolomeo Ghetti"@da	"33950"		"Bartolomeo Ghetti"	<https://commons.wikimedia.org/wiki/Category:Bartolomeo_Ghetti>
<http://www.wikidata.org/entity/Q3658533>	"Carel Cornelisz. de Hooch"@da	"2505"	"Charles Cornelisz. de Hooch"	"Charles Cornelisz. de Hooch"	<https://commons.wikimedia.org/wiki/Category:Charles_Cornelisz._de_Hooch>
<http://www.wikidata.org/entity/Q3701752>	"Daniel Vertangen"@da	"1922"	"Daniel Vertangen"	"Daniel Vertangen"	<https://commons.wikimedia.org/wiki/Category:Daniel_Vertangen>
<http://www.wikidata.org/entity/Q3751077>	"Jean François I Millet"@da		"Jean-François Millet (I)"	"Jean-François Millet (I)"	<https://commons.wikimedia.org/wiki/Category:Jean-Fran%C3%A7ois_Millet_(I)>
<http://www.wikidata.org/entity/Q3766760>	"Giovanni Battista Tagliasacchi"@da	"34299"	"Giovanni Battista Tagliasacchi"	"Giovanni Battista Tagliasacchi"	<https://commons.wikimedia.org/wiki/Category:Giovanni_Battista_Tagliasacchi>
<http://www.wikidata.org/entity/Q3769002>	"Girolamo Troppa"@da	"1877"	"Girolamo Troppa"	"Girolamo Troppa"	<https://commons.wikimedia.org/wiki/Category:Girolamo_Troppa>
<http://www.wikidata.org/entity/Q12060927>	"Ludvig Kabell"@da	"977"	"Ludvig Kabell"	"Ludvig Kabell"	<https://commons.wikimedia.org/wiki/Category:Ludvig_Kabell>
<http://www.wikidata.org/entity/Q12067532>	"Nicolaes Rosendael"@da	"1777"	"Nicolaas Roosendael"	"Nicolaas Roosendael"	<https://commons.wikimedia.org/wiki/Category:Nicolaas_Roosendael>
<http://www.wikidata.org/entity/Q12072053>	"Adriaen Hendricksz. Verboom"@da	"1905"	"Adriaen Hendriksz. Verboom"	"Adriaen Hendriksz. Verboom"	<https://commons.wikimedia.org/wiki/Category:Adriaen_Hendriksz._Verboom>
<http://www.wikidata.org/entity/Q12300058>	"A. Thorenfeld"@da	"1131"	"Anton Thorenfeld"	"Anton Thorenfeld"	<https://commons.wikimedia.org/wiki/Category:Anton_Thorenfeld>
<http://www.wikidata.org/entity/Q12300589>	"Adolph Larsen"@da	"1231"	"Adolph Larsen"	"Adolph Larsen"	<https://commons.wikimedia.org/wiki/Category:Adolph_Larsen>
<http://www.wikidata.org/entity/Q12301563>	"Andreas Herman Hunæus"@da	"427"	"Andreas Hunæus"	"Andreas Herman Hunæus"	<https://commons.wikimedia.org/wiki/Category:Andreas_Herman_Hun%C3%A6us>
<http://www.wikidata.org/entity/Q12301574>	"Andreas Ludvig Koop"@da	"567"			<https://commons.wikimedia.org/wiki/Category:Andreas_Ludvig_Koop>
<http://www.wikidata.org/entity/Q12301572>	"Andreas Juuel"@da	"559"	"Andreas Juuel"	"Andreas Juuel"	<https://commons.wikimedia.org/wiki/Category:Andreas_Juuel>
<http://www.wikidata.org/entity/Q12301589>	"Andreas Riis Carstensen"@da	"2769"	"Andreas Riis Carstensen"	"Andreas Riis Carstensen"	<https://commons.wikimedia.org/wiki/Category:Andreas_Riis_Carstensen>
<http://www.wikidata.org/entity/Q12301770>	"Anna Petersen"@da	"5426"	"Anna Petersen"	"Anna Petersen"	<https://commons.wikimedia.org/wiki/Category:Anna_Petersen>
