?item	?itemLabel	?kid	?commons_skab	?commonscat	?article
<http://www.wikidata.org/entity/Q2979668>	"Carl Locher"@da	"1232"	"Carl Locher"	"Carl Locher"	<https://commons.wikimedia.org/wiki/Category:Carl_Locher>
<http://www.wikidata.org/entity/Q2983846>	"Giovanni Francesco Romanelli"@da	"1767"	"Giovanni Francesco Romanelli"	"Giovanni Francesco Romanelli"	<https://commons.wikimedia.org/wiki/Category:Giovanni_Francesco_Romanelli>
<http://www.wikidata.org/entity/Q3034745>	"Domenico Maggiotto"@da	"760"	"Domenico Maggiotto"	"Domenico Maggiotto"	<https://commons.wikimedia.org/wiki/Category:Domenico_Maggiotto>
<http://www.wikidata.org/entity/Q3051872>	"Karl Madsen"@da	"587"		"Karl Madsen"	<https://commons.wikimedia.org/wiki/Category:Karl_Madsen>
<http://www.wikidata.org/entity/Q255828>	"Pieter Brueghel den yngre"@da	"1402"	"Pieter Brueghel (II)"	"Pieter Brueghel (II)"	<https://commons.wikimedia.org/wiki/Pieter_Brueghel_(II)>
<http://www.wikidata.org/entity/Q2207232>	"Willem de Poorter"@da	"1616"	"Willem de Poorter"	"Willem de Poorter"	<https://commons.wikimedia.org/wiki/Category:Willem_de_Poorter>
<http://www.wikidata.org/entity/Q2220654>	"Domenicus van Tol"@da	"1875"	"Domenicus van Tol"	"Domenicus van Tol"	<https://commons.wikimedia.org/wiki/Category:Domenicus_van_Tol>
<http://www.wikidata.org/entity/Q2259866>	"Viggo Johansen"@da	"973"	"Viggo Johansen"	"Viggo Johansen"	<https://commons.wikimedia.org/wiki/Category:Viggo_Johansen>
<http://www.wikidata.org/entity/Q2286906>	"Joseph-Siffred Duplessis"@da	"1540"	"Joseph Siffrein Duplessis"	"Joseph Duplessis"	<https://commons.wikimedia.org/wiki/Category:Joseph_Duplessis>
<http://www.wikidata.org/entity/Q2294631>	"Onorio Marinari"@da	"772"	"Onorio Marinari"	"Onorio Marinari"	<https://commons.wikimedia.org/wiki/Category:Onorio_Marinari>
<http://www.wikidata.org/entity/Q2297965>	"Gerrit Battem"@da	"1345"	"Gerrit van Battem"	"Gerrit van Battem"	<https://commons.wikimedia.org/wiki/Category:Gerrit_van_Battem>
<http://www.wikidata.org/entity/Q2303634>	"Theodoor Rombouts"@da	"1768"	"Theodoor Rombouts"	"Theodoor Rombouts"	<https://commons.wikimedia.org/wiki/Category:Theodoor_Rombouts>
<http://www.wikidata.org/entity/Q2308298>	"Else Alfelt"@da	"2"		"Else Alfelt"	<https://commons.wikimedia.org/wiki/Category:Else_Alfelt>
<http://www.wikidata.org/entity/Q2313016>	"Gillis Mostaert"@da	"832"	"Gillis Mostaert"	"Gillis Mostaert"	<https://commons.wikimedia.org/wiki/Category:Gillis_Mostaert>
<http://www.wikidata.org/entity/Q2345697>	"Willem Cornelisz. Duyster"@da	"1530"	"Willem Cornelisz. Duyster"	"Willem Cornelisz. Duyster"	<https://commons.wikimedia.org/wiki/Category:Willem_Cornelisz._Duyster>
<http://www.wikidata.org/entity/Q2353679>	"Peter van Lint"@da	"734"	"Pieter van Lint"	"Pieter van Lint"	<https://commons.wikimedia.org/wiki/Category:Pieter_van_Lint>
<http://www.wikidata.org/entity/Q2361850>	"Kristian Zahrtmann"@da	"1144"	"Kristian Zahrtmann"	"Kristian Zahrtmann"	<https://commons.wikimedia.org/wiki/Category:Kristian_Zahrtmann>
<http://www.wikidata.org/entity/Q2362227>	"Jørgen Sonne"@da	"1116"	"Jørgen Valentin Sonne"	"Jørgen Valentin Sonne"	<https://commons.wikimedia.org/wiki/Category:J%C3%B8rgen_Valentin_Sonne>
<http://www.wikidata.org/entity/Q2363367>	"Joseph-Désiré Court"@da	"6294"	"Joseph-Désiré Court"	"Joseph-Désiré Court"	<https://commons.wikimedia.org/wiki/Category:Joseph-D%C3%A9sir%C3%A9_Court>
<http://www.wikidata.org/entity/Q2364288>	"Master of the Legend of the Magdalen"@da	"3244"	"Master of the Legend of Mary Magdalene"	"Master of the Legend of Mary Magdalene"	<https://commons.wikimedia.org/wiki/Category:Master_of_the_Legend_of_Mary_Magdalene>
<http://www.wikidata.org/entity/Q2632216>	"Scipione Pulzone"@da	"1743"	"Scipione Pulzone"	"Scipione Pulzone"	<https://commons.wikimedia.org/wiki/Category:Scipione_Pulzone>
<http://www.wikidata.org/entity/Q2644198>	"Alfred Wahlberg"@da	"1731"	"Alfred Wahlberg"	"Alfred Wahlberg"	<https://commons.wikimedia.org/wiki/Category:Alfred_Wahlberg>
<http://www.wikidata.org/entity/Q2652800>	"Adam Silo"@da	"1823"	"Adam Silo"	"Adam Silo"	<https://commons.wikimedia.org/wiki/Category:Adam_Silo>
<http://www.wikidata.org/entity/Q2666703>	"Halfdan Egedius"@da		"Halfdan Egedius"	"Halfdan Egedius"	<https://commons.wikimedia.org/wiki/Category:Halfdan_Egedius>
<http://www.wikidata.org/entity/Q2680088>	"Jan ten Compe"@da	"1442"	"Jan ten Compe"	"Jan ten Compe"	<https://commons.wikimedia.org/wiki/Category:Jan_ten_Compe>
<http://www.wikidata.org/entity/Q2695064>	"Thorvald Niss"@da	"2027"	"Thorvald Niss"	"Thorvald Niss"	<https://commons.wikimedia.org/wiki/Category:Thorvald_Niss>
<http://www.wikidata.org/entity/Q2695064>	"Thorvald Niss"@da	"22169"	"Thorvald Niss"	"Thorvald Niss"	<https://commons.wikimedia.org/wiki/Category:Thorvald_Niss>
<http://www.wikidata.org/entity/Q2695615>	"Thorolf Holmboe"@da	"1662"	"Thorolf Holmboe"	"Thorolf Holmboe"	<https://commons.wikimedia.org/wiki/Category:Thorolf_Holmboe>
<http://www.wikidata.org/entity/Q2716659>	"Marcello Venusti"@da	"1904"	"Marcello Venusti"	"Marcello Venusti"	<https://commons.wikimedia.org/wiki/Marcello_Venusti>
<http://www.wikidata.org/entity/Q2752775>	"Christoph Jacobsz. Van Der Lamen"@da	"707"	"Christoffel Jacobsz. van der Laemen"	"Christoffel Jacobsz van der Laemen"	<https://commons.wikimedia.org/wiki/Category:Christoffel_Jacobsz_van_der_Laemen>
<http://www.wikidata.org/entity/Q2759084>	"Joost Cornelisz. Droochsloot"@da	"1520"	"Joost Cornelisz. Droochsloot"	"Joost Cornelisz. Droochsloot"	<https://commons.wikimedia.org/wiki/Category:Joost_Cornelisz._Droochsloot>
<http://www.wikidata.org/entity/Q2576609>	"Ludvig Karsten"@da	"21440"	"Ludvig Karsten"	"Ludvig Karsten"	<https://commons.wikimedia.org/wiki/Category:Ludvig_Karsten>
<http://www.wikidata.org/entity/Q2576609>	"Ludvig Karsten"@da	"979"	"Ludvig Karsten"	"Ludvig Karsten"	<https://commons.wikimedia.org/wiki/Category:Ludvig_Karsten>
<http://www.wikidata.org/entity/Q2576786>	"Willem van Honthorst"@da	"3121"	"Willem van Honthorst"	"Willem van Honthorst"	<https://commons.wikimedia.org/wiki/Category:Willem_van_Honthorst>
<http://www.wikidata.org/entity/Q2576955>	"Jacob van Loo"@da	"743"	"Jacob van Loo"	"Jacob van Loo"	<https://commons.wikimedia.org/wiki/Category:Jacob_van_Loo>
<http://www.wikidata.org/entity/Q2578990>	"William Gowe Ferguson"@da	"2790"	"William Gowe Ferguson"	"William Gowe Ferguson"	<https://commons.wikimedia.org/wiki/Category:William_Gowe_Ferguson>
<http://www.wikidata.org/entity/Q2595932>	"Andreas Brünniche"@da	"472"	"Andreas Brünniche"	"Andreas Brünniche"	<https://commons.wikimedia.org/wiki/Category:Andreas_Br%C3%BCnniche>
<http://www.wikidata.org/entity/Q2596766>	"Bernhard Folkestad"@da	"1652"	"Bernhard Folkestad"	"Bernhard Folkestad"	<https://commons.wikimedia.org/wiki/Category:Bernhard_Folkestad>
<http://www.wikidata.org/entity/Q2602036>	"Axel Revold"@da	"1705"		"Axel Revold"	<https://commons.wikimedia.org/wiki/Category:Axel_Revold>
<http://www.wikidata.org/entity/Q2604246>	"Jan Abrahamsz Beerstraaten"@da	"1353"	"Jan Abrahamsz. Beerstraaten"	"Jan Abrahamsz. Beerstraaten"	<https://commons.wikimedia.org/wiki/Category:Jan_Abrahamsz._Beerstraaten>
<http://www.wikidata.org/entity/Q2606054>	"Emanuel Larsen"@da	"433"	"Emanuel Larsen"	"Emanuel Larsen"	<https://commons.wikimedia.org/wiki/Category:Emanuel_Larsen>
<http://www.wikidata.org/entity/Q2625832>	"Jacopo Chimenti"@da	"1428"	"Jacopo Chimenti"	"Jacopo Chimenti"	<https://commons.wikimedia.org/wiki/Category:Jacopo_Chimenti>
<http://www.wikidata.org/entity/Q2627622>	"Alexander Keirincx"@da	"679"	"Alexander Keirincx"	"Alexander Keirincx"	<https://commons.wikimedia.org/wiki/Category:Alexander_Keirincx>
<http://www.wikidata.org/entity/Q2148044>	"Abraham Begeyn"@da	"1355"	"Abraham Jansz. Begeyn"	"Abraham Jansz. Begeyn"	<https://commons.wikimedia.org/wiki/Category:Abraham_Jansz._Begeyn>
<http://www.wikidata.org/entity/Q2149073>	"Victor Honoré Janssens"@da	"670"	"Victor Honoré Janssens"	"Victor Honoré Janssens"	<https://commons.wikimedia.org/wiki/Category:Victor_Honor%C3%A9_Janssens>
<http://www.wikidata.org/entity/Q2149283>	"Dirck Stoop"@da	"1851"	"Dirk Stoop"	"Dirk Stoop"	<https://commons.wikimedia.org/wiki/Category:Dirk_Stoop>
<http://www.wikidata.org/entity/Q2176832>	"Mogens Ballin"@da	"8331"		"Mogens Ballin"	<https://commons.wikimedia.org/wiki/Category:Mogens_Ballin>
<http://www.wikidata.org/entity/Q2183916>	"Dirck Barendsz"@da	"1340"	"Dirck Barendsz."	"Dirck Barendsz."	<https://commons.wikimedia.org/wiki/Category:Dirck_Barendsz.>
<http://www.wikidata.org/entity/Q2185186>	"Carl Holsøe"@da	"92"	"Carl Holsøe"	"Carl Holsøe"	<https://commons.wikimedia.org/wiki/Category:Carl_Hols%C3%B8e>
<http://www.wikidata.org/entity/Q2196790>	"Peter Franchoys"@da	"1563"	"Peter Franchoys"	"Peter Franchoys"	<https://commons.wikimedia.org/wiki/Category:Peter_Franchoys>
<http://www.wikidata.org/entity/Q2199539>	"Stephen Gilbert"@da			"Stephen Gilbert"	<https://commons.wikimedia.org/wiki/Category:Stephen_Gilbert>
<http://www.wikidata.org/entity/Q2199553>	"L.A. Ring"@da	"932"	"Laurits Andersen Ring"	"Laurits Andersen Ring"	<https://commons.wikimedia.org/wiki/Category:Laurits_Andersen_Ring>
<http://www.wikidata.org/entity/Q4795334>	"Arnold van Ravesteyn"@da	"1751"	"Arnold van Ravesteyn"	"Arnold van Ravesteyn"	<https://commons.wikimedia.org/wiki/Category:Arnold_van_Ravesteyn>
<http://www.wikidata.org/entity/Q4802575>	"Ary de Vois"@da	"1935"	"Ary de Vois"	"Ary de Vois"	<https://commons.wikimedia.org/wiki/Category:Ary_de_Vois>
<http://www.wikidata.org/entity/Q4820747>	"August Jerndorff"@da	"122"	"August Jerndorff"	"August Jerndorff"	<https://commons.wikimedia.org/wiki/Category:August_Jerndorff>
<http://www.wikidata.org/entity/Q4830293>	"Axel Helsted"@da	"423"	"Axel Helsted"	"Axel Helsted"	<https://commons.wikimedia.org/wiki/Category:Axel_Helsted>
<http://www.wikidata.org/entity/Q4830305>	"Axel Jungstedt"@da	"1671"	"Axel Jungstedt"	"Axel Jungstedt"	<https://commons.wikimedia.org/wiki/Category:Axel_Jungstedt>
<http://www.wikidata.org/entity/Q4844899>	"Gunnar Jensen"@da	"2250"			<https://commons.wikimedia.org/wiki/Category:Gunnar_Jensen>
<http://www.wikidata.org/entity/Q4860448>	"Barend Gael"@da	"2978"	"Barent Gael"	"Barent Gael"	<https://commons.wikimedia.org/wiki/Category:Barent_Gael>
<http://www.wikidata.org/entity/Q4957755>	"Bodil Kaalund"@da	"2120"			<https://commons.wikimedia.org/wiki/Category:Bodil_Kaalund>
<http://www.wikidata.org/entity/Q4962912>	"Christine Løvmand"@da	"2736"	"Christine Løvmand"	"Christine Løvmand"	<https://commons.wikimedia.org/wiki/Category:Christine_L%C3%B8vmand>
<http://www.wikidata.org/entity/Q4963091>	"Frants Henningsen"@da	"86"	"Frants Henningsen"	"Frants Henningsen"	<https://commons.wikimedia.org/wiki/Category:Frants_Henningsen>
<http://www.wikidata.org/entity/Q4969725>	"Vera Nilsson"@da	"1698"			<https://commons.wikimedia.org/wiki/Category:Vera_Nilsson>
<http://www.wikidata.org/entity/Q4977490>	"Johannes Larsen"@da	"1004"		"Johannes Larsen"	<https://commons.wikimedia.org/wiki/Category:Johannes_Larsen>
<http://www.wikidata.org/entity/Q4977505>	"Niels Larsen Stevns"@da	"280"	"Niels Larsen Stevns"	"Niels Larsen Stevns"	<https://commons.wikimedia.org/wiki/Category:Niels_Larsen_Stevns>
<http://www.wikidata.org/entity/Q4981598>	"Christine Swane"@da	"903"			<https://commons.wikimedia.org/wiki/Category:Christine_Swane>
<http://www.wikidata.org/entity/Q40599>	"Édouard Manet"@da	"1291"	"Édouard Manet"	"Édouard Manet"	<https://commons.wikimedia.org/wiki/%C3%89douard_Manet>
<http://www.wikidata.org/entity/Q40823>	"Giovanni Benedetto Castiglione"@da	"1421"	"Giovanni Benedetto Castiglione"	"Giovanni Benedetto Castiglione"	<https://commons.wikimedia.org/wiki/Category:Giovanni_Benedetto_Castiglione>
<http://www.wikidata.org/entity/Q5350153>	"Ejnar Nielsen"@da	"931"	"Ejnar Nielsen"	"Ejnar Nielsen"	<https://commons.wikimedia.org/wiki/Category:Ejnar_Nielsen>
<http://www.wikidata.org/entity/Q5359654>	"Otto Haslund"@da	"79"	"Otto Haslund"	"Otto Haslund"	<https://commons.wikimedia.org/wiki/Category:Otto_Haslund>
<http://www.wikidata.org/entity/Q5371393>	"Emil Normann"@da	"2738"	"Emil Normann"	"Emil Normann"	<https://commons.wikimedia.org/wiki/Category:Emil_Normann>
<http://www.wikidata.org/entity/Q5443926>	"Ferdinand Wolfgang Flachenecker"@da	"177"	"Wolfgang Flachenecker"	"Wolfgang Flachenecker"	<https://commons.wikimedia.org/wiki/Category:Wolfgang_Flachenecker>
<http://www.wikidata.org/entity/Q5493033>	"Franz de Paula Ferg"@da	"1550"	"Franz de Paula Ferg"	"Franz de Paula Ferg"	<https://commons.wikimedia.org/wiki/Category:Franz_de_Paula_Ferg>
<http://www.wikidata.org/entity/Q5499271>	"Frederik Collett"@da	"1635"	"Frederik Collett"	"Frederik Collett"	<https://commons.wikimedia.org/wiki/Category:Frederik_Collett>
<http://www.wikidata.org/entity/Q5499314>	"Frederik Storch"@da	"2754"	"Frederik Storch"	"Frederik Ludvig Storch"	<https://commons.wikimedia.org/wiki/Category:Frederik_Ludvig_Storch>
<http://www.wikidata.org/entity/Q5499315>	"Frederik Theodor Kloss"@da	"565"	"Frederik Theodor Kloss"	"Frederik Theodor Kloss"	<https://commons.wikimedia.org/wiki/Category:Frederik_Theodor_Kloss>
<http://www.wikidata.org/entity/Q5505025>	"Fritz Syberg"@da	"904"	"Fritz Syberg"	"Fritz Syberg"	<https://commons.wikimedia.org/wiki/Category:Fritz_Syberg>
<http://www.wikidata.org/entity/Q5526552>	"Gaspar Peeter De Verbruggen"@da	"1906"	"Gaspar Peeter Verbruggen (I)"	"Gaspar Peeter Verbruggen (I)"	<https://commons.wikimedia.org/wiki/Category:Gaspar_Peeter_Verbruggen_(I)>
<http://www.wikidata.org/entity/Q5535682>	"Emil Libert"@da	"330"	"Georg Emil Libert"	"Emil Libert"	<https://commons.wikimedia.org/wiki/Category:Emil_Libert>
<http://www.wikidata.org/entity/Q5535727>	"Georg Jacobsen"@da	"109"			<https://commons.wikimedia.org/wiki/Category:Georg_Jacobsen_(painter)>
<http://www.wikidata.org/entity/Q5541909>	"Georg Achen"@da	"126"	"Georg Nicolai Achen"	"Georg Nicolai Achen"	<https://commons.wikimedia.org/wiki/Category:Georg_Nicolai_Achen>
<http://www.wikidata.org/entity/Q5550218>	"Gerard Pietersz. Van Zyl"@da	"6028"	"Gerard Pietersz. van Zijl"	"Gerard Pietersz. van Zijl"	<https://commons.wikimedia.org/wiki/Category:Gerard_Pietersz._van_Zijl>
<http://www.wikidata.org/entity/Q5550220>	"Gerard van Kuijl"@da	"2984"	"Gerard van Kuijl"	"Gerard van Kuijl"	<https://commons.wikimedia.org/wiki/Category:Gerard_van_Kuijl>
<http://www.wikidata.org/entity/Q5552609>	"Gerrit de Wet"@da	"1956"	"Gerrit de Wet"	"Gerrit de Wet"	<https://commons.wikimedia.org/wiki/Category:Gerrit_de_Wet>
<http://www.wikidata.org/entity/Q3059605>	"Eugenio Cajés"@da	"1424"	"Eugenio Cajés"	"Eugenio Cajés"	<https://commons.wikimedia.org/wiki/Category:Eugenio_Caj%C3%A9s>
<http://www.wikidata.org/entity/Q3063385>	"Willem van, I Herp"@da	"2815"	"Willem van Herp (I)"	"Willem van Herp (I)"	<https://commons.wikimedia.org/wiki/Category:Willem_van_Herp_(I)>
<http://www.wikidata.org/entity/Q3066618>	"Pieter de Ring"@da	"1762"	"Pieter de Ring"	"Pieter de Ring"	<https://commons.wikimedia.org/wiki/Category:Pieter_de_Ring>
<http://www.wikidata.org/entity/Q3068652>	"Ferdinand Richardt"@da	"2614"	"Ferdinand Richardt"	"Ferdinand Richardt"	<https://commons.wikimedia.org/wiki/Category:Ferdinand_Richardt>
<http://www.wikidata.org/entity/Q3071902>	"Filippo Lauri"@da	"714"	"Filippo Lauri"	"Filippo Lauri"	<https://commons.wikimedia.org/wiki/Category:Filippo_Lauri>
<http://www.wikidata.org/entity/Q3081021>	"Francesco Menzocchi"@da	"794"		"Francesco Menzocchi"	<https://commons.wikimedia.org/wiki/Category:Francesco_Menzocchi>
<http://www.wikidata.org/entity/Q3081834>	"Francisco Collantes"@da	"1439"	"Francisco Collantes"	"Francisco Collantes"	<https://commons.wikimedia.org/wiki/Category:Francisco_Collantes>
<http://www.wikidata.org/entity/Q3083021>	"Frans de Momper"@da	"821"	"Frans de Momper"	"Frans de Momper"	<https://commons.wikimedia.org/wiki/Category:Frans_de_Momper>
<http://www.wikidata.org/entity/Q3104314>	"Gerrit Lundens"@da	"755"	"Gerrit Lundens"	"Gerrit Lundens"	<https://commons.wikimedia.org/wiki/Category:Gerrit_Lundens>
<http://www.wikidata.org/entity/Q3105019>	"Giacinto Gimignani"@da	"2546"	"Giacinto Gimignani"	"Giacinto Gimignani"	<https://commons.wikimedia.org/wiki/Category:Giacinto_Gimignani>
<http://www.wikidata.org/entity/Q3107123>	"Giovanni Canavesio"@da	"1996"	"Giovanni Canavesio"	"Giovanni Canavesio"	<https://commons.wikimedia.org/wiki/Category:Giovanni_Canavesio>
<http://www.wikidata.org/entity/Q3107986>	"Giuseppe Bartolomeo Chiari"@da	"778"	"Giuseppe Bartolomeo Chiari"	"Giuseppe Bartolomeo Chiari"	<https://commons.wikimedia.org/wiki/Category:Giuseppe_Bartolomeo_Chiari>
<http://www.wikidata.org/entity/Q3162112>	"Janus la Cour"@da	"8788"	"Janus la Cour"	"Janus la Cour"	<https://commons.wikimedia.org/wiki/Category:Janus_la_Cour>
<http://www.wikidata.org/entity/Q3162112>	"Janus la Cour"@da	"160"	"Janus la Cour"	"Janus la Cour"	<https://commons.wikimedia.org/wiki/Category:Janus_la_Cour>
<http://www.wikidata.org/entity/Q3170589>	"Jean Barbault"@da	"1339"	"Jean Barbault"	"Jean Barbault"	<https://commons.wikimedia.org/wiki/Category:Jean_Barbault>
<http://www.wikidata.org/entity/Q3180450>	"Johan Rohde"@da	"933"	"Johan Rohde"	"Johan Rohde"	<https://commons.wikimedia.org/wiki/Category:Johan_Rohde>
<http://www.wikidata.org/entity/Q47812>	"Bertel Thorvaldsen"@da	"916"	"Bertel Thorvaldsen"	"Bertel Thorvaldsen"	<https://commons.wikimedia.org/wiki/Bertel_Thorvaldsen>
<http://www.wikidata.org/entity/Q48319>	"Hans Holbein den yngre"@da	"2981"	"Hans Holbein (II)"	"Hans Holbein d. J."	<https://commons.wikimedia.org/wiki/Hans_Holbein_(II)>
<http://www.wikidata.org/entity/Q6688432>	"Louis de Caullery"@da	"1423"	"Louis de Caullery"	"Louis de Caullery"	<https://commons.wikimedia.org/wiki/Category:Louis_de_Caullery>
<http://www.wikidata.org/entity/Q6688457>	"Louis de Moni"@da	"823"	"Louis de Moni"	"Louis de Moni"	<https://commons.wikimedia.org/wiki/Category:Louis_de_Moni>
<http://www.wikidata.org/entity/Q6699069>	"L.A. Schou"@da	"1108"	"Ludvig Abelin Schou"	"Ludvig Abelin Schou"	<https://commons.wikimedia.org/wiki/Category:Ludvig_Abelin_Schou>
<http://www.wikidata.org/entity/Q6789674>	"Matteo de' Pitocchi"@da	"1611"	"Matteo Ghidoni"	"Matteo Ghidoni"	<https://commons.wikimedia.org/wiki/Category:Matteo_Ghidoni>
<http://www.wikidata.org/entity/Q6791602>	"Matthias Scheits"@da	"1804"	"Matthias Scheits"	"Matthias Scheits"	<https://commons.wikimedia.org/wiki/Category:Matthias_Scheits>
<http://www.wikidata.org/entity/Q6837381>	"Michiel Carree"@da	"1416"	"Michiel Carrée"	"Michiel Carrée"	<https://commons.wikimedia.org/wiki/Category:Michiel_Carr%C3%A9e>
<http://www.wikidata.org/entity/Q7029132>	"Nicola Vaccaro"@da	"34300"	"Nicola Vaccaro"	"Nicola Vaccaro"	<https://commons.wikimedia.org/wiki/Category:Nicola_Vaccaro>
<http://www.wikidata.org/entity/Q7151452>	"Paul Høm"@da	"98"		"Paul Høm"	<https://commons.wikimedia.org/wiki/Category:Paul_H%C3%B8m>
<http://www.wikidata.org/entity/Q7155495>	"Pauwels van, I Hillegaert"@da	"2813"	"Paulus van Hillegaert"	"Paulus van Hillegaert"	<https://commons.wikimedia.org/wiki/Category:Paulus_van_Hillegaert>
<http://www.wikidata.org/entity/Q7192842>	"Pieter Wouwerman"@da	"2712"	"Pieter Wouwerman"	"Pieter Wouwerman"	<https://commons.wikimedia.org/wiki/Category:Pieter_Wouwerman>
<http://www.wikidata.org/entity/Q7405162>	"Sally Henriques"@da	"542"	"Sally Henriques"	"Sally Henriques"	<https://commons.wikimedia.org/wiki/Category:Sally_Henriques>
<http://www.wikidata.org/entity/Q7411711>	"Samuel Hofmann"@da	"2966"	"Samuel Hoffmann"	"Samuel Hoffmann"	<https://commons.wikimedia.org/wiki/Category:Samuel_Hoffmann>
<http://www.wikidata.org/entity/Q7513293>	"Sigurd Swane"@da	"902"			<https://commons.wikimedia.org/wiki/Category:Sigurd_Swane>
<http://www.wikidata.org/entity/Q7513293>	"Sigurd Swane"@da	"20923"			<https://commons.wikimedia.org/wiki/Category:Sigurd_Swane>
<http://www.wikidata.org/entity/Q7652122>	"Svend Wiig Hansen"@da	"922"			<https://commons.wikimedia.org/wiki/Category:Svend_Wiig_Hansen>
<http://www.wikidata.org/entity/Q7790566>	"Thomas Heeremans"@da	"2805"	"Thomas Heeremans"	"Thomas Heeremans"	<https://commons.wikimedia.org/wiki/Category:Thomas_Heeremans>
<http://www.wikidata.org/entity/Q7796148>	"Thorald Brendstrup"@da	"413"	"Thorald Brendstrup"	"Thorald Brendstrup"	<https://commons.wikimedia.org/wiki/Category:Thorald_Brendstrup>
<http://www.wikidata.org/entity/Q7983530>	"Werner van den Valckert"@da	"34262"	"Werner van den Valckert"	"Werner van den Valckert"	<https://commons.wikimedia.org/wiki/Category:Werner_van_den_Valckert>
<http://www.wikidata.org/entity/Q3290536>	"Margareta Haverman"@da	"2811"	"Margaretha Haverman"	"Margaretha Haverman"	<https://commons.wikimedia.org/wiki/Category:Margaretha_Haverman>
<http://www.wikidata.org/entity/Q3294595>	"Alexis Gritchenko"@da	"2744"	"Oleksa Hryshchenko"	"Oleksa Hryshchenko"	<https://commons.wikimedia.org/wiki/Category:Oleksa_Hryshchenko>
<http://www.wikidata.org/entity/Q3300327>	"Maurice Asselin"@da	"1330"	"Maurice Asselin"	"Maurice Asselin"	<https://commons.wikimedia.org/wiki/Category:Maurice_Asselin>
<http://www.wikidata.org/entity/Q3313485>	"Hans Jordaens"@da	"3131"	"Hans Jordaens (I)"	"Hans Jordaens (I)"	<https://commons.wikimedia.org/wiki/Category:Hans_Jordaens_(I)>
<http://www.wikidata.org/entity/Q3340213>	"Nicolas Colombel"@da	"1440"	"Nicolas Colombel"	"Nicolas Colombel"	<https://commons.wikimedia.org/wiki/Category:Nicolas_Colombel>
<http://www.wikidata.org/entity/Q3340535>	"Nicolas Loir"@da	"741"	"Nicolas Loir"	"Nicolas Loir"	<https://commons.wikimedia.org/wiki/Category:Nicolas_Loir>
<http://www.wikidata.org/entity/Q3356826>	"Ortolano"@da	"1581"	"Giovanni Battista Ortolano"	"Giovanni Battista Ortolano"	<https://commons.wikimedia.org/wiki/Category:Giovanni_Battista_Ortolano>
<http://www.wikidata.org/entity/Q3359452>	"Hans Knieper"@da	"686"	"Hans Knieper"	"Hans Knieper"	<https://commons.wikimedia.org/wiki/Category:Hans_Knieper>
<http://www.wikidata.org/entity/Q3360513>	"Carl Dahl"@da	"487"	"Carl Dahl"	"Carl Dahl"	<https://commons.wikimedia.org/wiki/Category:Carl_Dahl>
<http://www.wikidata.org/entity/Q3360519>	"Anna Syberg"@da	"625"	"Anna Syberg"	"Anna Syberg"	<https://commons.wikimedia.org/wiki/Category:Anna_Syberg>
<http://www.wikidata.org/entity/Q3360726>	"Erik Pauelsen"@da	"603"	"Erik Pauelsen"	"Erik Pauelsen"	<https://commons.wikimedia.org/wiki/Category:Erik_Pauelsen>
<http://www.wikidata.org/entity/Q3361760>	"Peder Als"@da	"130"	"Peder Als"	"Peder Als"	<https://commons.wikimedia.org/wiki/Category:Peder_Als>
<http://www.wikidata.org/entity/Q3361843>	"Johan Hörner"@da	"99"	"Johan Hörner"	"Johan Hörner"	<https://commons.wikimedia.org/wiki/Category:Johan_H%C3%B6rner>
<http://www.wikidata.org/entity/Q5572078>	"Johan Edvard Bergh"@da	"1626"	"Johan Edvard Bergh"	"Johan Edvard Bergh"	<https://commons.wikimedia.org/wiki/Category:Johan_Edvard_Bergh>
<http://www.wikidata.org/entity/Q5576843>	"Rudolf Bissen"@da	"139"	"Rudolf Bissen"	"Rudolf Bissen"	<https://commons.wikimedia.org/wiki/Category:Rudolf_Bissen>
<http://www.wikidata.org/entity/Q5577160>	"Niels Bjerre"@da	"15"	"Niels Bjerre"	"Niels Bjerre"	<https://commons.wikimedia.org/wiki/Category:Niels_Bjerre>
<http://www.wikidata.org/entity/Q5577319>	"Tor Bjurström"@da	"1628"		"Tor Bjurström"	<https://commons.wikimedia.org/wiki/Category:Tor_Bjurstr%C3%B6m>
<http://www.wikidata.org/entity/Q5578404>	"Christian Blache"@da	"20876"	"Christian Blache"	"Christian Blache"	<https://commons.wikimedia.org/wiki/Category:Christian_Blache>
<http://www.wikidata.org/entity/Q5578404>	"Christian Blache"@da	"140"	"Christian Blache"	"Christian Blache"	<https://commons.wikimedia.org/wiki/Category:Christian_Blache>
<http://www.wikidata.org/entity/Q5585682>	"Niels Bredal"@da	"412"	"Niels Anders Bredal"	"Niels Bredal"	<https://commons.wikimedia.org/wiki/Category:Niels_Bredal>
<http://www.wikidata.org/entity/Q5599023>	"Johan Ulrik Bredsdorff"@da	"149"	"Johan Ulrik Bredsdorff"	"Johan Ulrik Bredsdorff"	<https://commons.wikimedia.org/wiki/Category:Johan_Ulrik_Bredsdorff>
<http://www.wikidata.org/entity/Q5600305>	"Carl Bøgh"@da	"414"	"Carl Bøgh"	"Carl Bøgh"	<https://commons.wikimedia.org/wiki/Category:Carl_B%C3%B8gh>
<http://www.wikidata.org/entity/Q5608262>	"C.F. Christensen"@da	"6186"	"Christian Ferdinand Christensen"	"Christian Ferdinand Christensen"	<https://commons.wikimedia.org/wiki/Category:Christian_Ferdinand_Christensen>
